owner,model_name,family,downloads,likes,created_at_main,last_modified_main,age,adoption,library_name,pipeline_tag,cleaned_github,model_size_million_bytes,previous_size_category,agg_size,size_category,lag,transient,name,whichstop,Jimmy,Adekunle
Open-Orca,Open-Orca/OpenOrca-Platypus2-13B,Open-Orca_OpenOrca,13408,226,7/12/2023,7/17/2023,406,33.02463054,transformers,text-generation,https://github.com/OpenAccess-AI-Collective/axolotl,13000,large,10000,large,downstream,horizontal pattern,horizontal ,,,
Qwen,Qwen/Qwen-14B,Qwen_Qwen,12324,197,2/4/2024,4/30/2024,199,61.92964824,transformers,text-generation,https://github.com/QwenLM/Qwen,72287.92013,large,39811.10208,large,downstream,horizontal pattern,horizontal ,,,
Qwen,Qwen/Qwen-72B,Qwen_Qwen,10965,331,4/4/2024,4/30/2024,139,78.88489209,transformers,text-generation,https://github.com/QwenLM/Qwen,72706.20365,large,39811.10208,large,downstream,horizontal pattern,horizontal ,,,
Qwen,Qwen/Qwen-7B,Qwen_Qwen,27246,356,2/4/2024,4/30/2024,199,136.9145729,transformers,text-generation,https://github.com/QwenLM/Qwen,7000,large,39811.10208,large,downstream,horizontal pattern,horizontal ,,,
Qwen,Qwen/Qwen-7B-Chat,Qwen_Qwen,29053,743,3/20/2024,6/9/2024,154,188.6558442,transformers,text-generation,https://github.com/QwenLM/Qwen,7250.284544,large,39811.10208,large,downstream,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-embed-l,Snowflake_snowflake,25163,72,4/11/2024,7/31/2024,132,190.6287879,sentence-transformers,sentence-similarity,https://github.com/Snowflake-Labs/arctic-embed,22.565376,small,79870.01699,large,none,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-embed-m,Snowflake_snowflake,26265,97,4/12/2024,7/31/2024,131,200.4961832,sentence-transformers,sentence-similarity,https://github.com/Snowflake-Labs/arctic-embed,33.21216,small,79870.01699,large,none,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-embed-m-long,Snowflake_snowflake,20744,27,4/12/2024,7/31/2024,131,158.351145,sentence-transformers,sentence-similarity,https://github.com/Snowflake-Labs/arctic-embed,108.891648,small,79870.01699,large,none,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-embed-s,Snowflake_snowflake,34034,11,4/12/2024,7/31/2024,131,259.8015267,sentence-transformers,sentence-similarity,https://github.com/Snowflake-Labs/arctic-embed,136.731648,small,79870.01699,large,none,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-embed-xs,Snowflake_snowflake,30866,22,4/12/2024,8/8/2024,131,235.6183206,sentence-transformers,sentence-similarity,https://github.com/Snowflake-Labs/arctic-embed,334.092288,medium,79870.01699,large,none,horizontal pattern,horizontal ,,,
Snowflake,Snowflake/snowflake-arctic-instruct,Snowflake_snowflake,12430,341,4/21/2024,5/21/2024,122,101.8852459,transformers,text-generation,https://github.com/Snowflake-Labs/arctic-embed,478584.6088,large,79870.01699,large,none,horizontal pattern,horizontal ,,,
stanfordnlp,stanfordnlp/stanza-en,stanfordnlp_stanza,12009,13,5/29/2023,8/14/2023,450,26.68666667,stanza,token-classification,https://github.com/stanfordnlp/stanza,0,unknown,0,unknown,downstream,horizontal pattern,horizontal ,,,
tomaarsen,tomaarsen/span-marker-mbert-base-multinerd,tomaarsen_span-marker,37036,55,1/19/2024,1/19/2024,215,172.2604651,span-marker,token-classification,https://github.com/tomaarsen/SpanMarkerNER,177.88008,small,177.88008,medium,downstream,horizontal pattern,horizontal ,,,
openchat,openchat/openchat_3.5,openchat_openchat,17792,1101,1/7/2024,5/18/2024,227,78.37885463,transformers,text-generation,https://github.com/alpayariyak/openchat,3500,medium,6910.287821,large,downstream,horizontal pattern,horizontal ,upstream,,
openchat,openchat/openchat-3.5-0106,openchat_openchat,76054,336,5/7/2024,5/28/2024,106,717.490566,transformers,text-generation,https://github.com/alpayariyak/openchat,7241.74848,large,6910.287821,large,downstream,horizontal pattern,horizontal ,upstream,,
openchat,openchat/openchat-3.5-0106-gemma,openchat_openchat,15774,51,6/30/2023,8/24/2023,418,37.73684211,transformers,text-generation,https://github.com/alpayariyak/openchat,7241.74848,large,6910.287821,large,downstream,horizontal pattern,horizontal ,upstream,,
openchat,openchat/openchat-3.5-1210,openchat_openchat,39653,276,12/12/2023,5/18/2024,253,156.7312253,transformers,text-generation,https://github.com/alpayariyak/openchat,8030.261248,large,6910.287821,large,downstream,horizontal pattern,horizontal ,upstream,,
openchat,openchat/openchat-3.6-8b-20240522,openchat_openchat,12113,123,9/4/2023,11/29/2023,352,34.41193182,transformers,text-generation,https://github.com/alpayariyak/openchat,8537.680896,large,6910.287821,large,downstream,horizontal pattern,horizontal ,upstream,,
wxjiao,wxjiao/alpaca-7b,wxjiao_alpaca,11035,9,4/6/2023,4/6/2023,503,21.93836978,transformers,text-generation,https://github.com/wxjiao/ParroT,7000,large,7000,large,none,initial synchronization pattern,Initial-Sync ,downstream,,
MLP-KTLim,MLP-KTLim/llama-3-Korean-Bllossom-8B,MLP-KTLim_Bllossom,14594,137,4/25/2024,8/9/2024,118,123.6779661,transformers,text-generation,https://github.com/MLP-Lab/Bllossom,8030.261248,large,8030.261248,large,none,initial synchronization pattern,Initial-Sync ,,,
jackhhao,jackhhao/jailbreak-classifier,jackhhao_jailbreak,2270996,4,9/30/2023,4/5/2024,326,6966.245399,transformers,text-classification,https://github.com/jackhhao/llm-warden,0,unknown,0,unknown,none,initial synchronization pattern,Initial-Sync ,upstream,,
mixedbread-ai,mixedbread-ai/mxbai-embed-large-v1,mixedbread-ai_mxbai,1590897,387,3/7/2024,8/5/2024,167,9526.329341,sentence-transformers,feature-extraction,https://github.com/mixedbread-ai/binary-embeddings,70.830337,small,256.3644808,medium,none,initial synchronization pattern,Initial-Sync ,,,
mixedbread-ai,mixedbread-ai/mxbai-rerank-base-v1,mixedbread-ai_mxbai,38008,21,2/29/2024,7/22/2024,174,218.4367816,transformers,text-classification,https://github.com/mixedbread-ai/binary-embeddings,184.422913,small,256.3644808,medium,none,initial synchronization pattern,Initial-Sync ,,,
mixedbread-ai,mixedbread-ai/mxbai-rerank-large-v1,mixedbread-ai_mxbai,47585,74,2/29/2024,7/22/2024,174,273.4770115,transformers,text-classification,https://github.com/mixedbread-ai/binary-embeddings,335.141888,medium,256.3644808,medium,none,initial synchronization pattern,Initial-Sync ,,,
mixedbread-ai,mixedbread-ai/mxbai-rerank-xsmall-v1,mixedbread-ai_mxbai,75712,21,3/4/2024,7/22/2024,170,445.3647059,transformers,text-classification,https://github.com/mixedbread-ai/binary-embeddings,435.062785,medium,256.3644808,medium,none,initial synchronization pattern,Initial-Sync ,,,
Qwen,Qwen/CodeQwen1.5-7B-Chat,Qwen_CodeQwen,22962,221,1/30/2024,4/30/2024,204,112.5588235,transformers,text-generation,https://github.com/QwenLM/Qwen2.5-Coder,7721.324544,large,7721.324544,large,none,initial synchronization pattern,Initial-Sync ,,,
Qwen,Qwen/CodeQwen1.5-7B-Chat-GGUF,Qwen_CodeQwen,17156,87,1/30/2024,4/30/2024,204,84.09803922,,text-generation,https://github.com/QwenLM/Qwen2.5-Coder,7721.324544,large,7721.324544,large,none,initial synchronization pattern,Initial-Sync ,,,
shhossain,shhossain/opus-mt-en-to-bn,shhossain_opus-mt,10045,2,8/21/2023,8/23/2023,366,27.44535519,transformers,translation,https://github.com/shhossain/BanglaTranslationKit,75.821376,small,75.821376,small,none,initial synchronization pattern,Initial-Sync ,,,
almanach,almanach/camembert-base,almanach_camembert,3570298,58,5/3/2023,5/3/2023,476,7500.62605,transformers,fill-mask,https://github.com/facebookresearch/fairseq,111.246085,small,111.246085,small,downstream,staggered pattern,staggered ,,,
benjamin,benjamin/gpt2-wechsel-german,benjamin_segment,205389,4,5/12/2023,12/2/2023,467,439.8051392,transformers,text-generation,https://github.com/segment-any-text/wtpsplit,125,small,125,small,downstream,staggered pattern,staggered ,,,
benjamin,benjamin/wtp-bert-mini,benjamin_segment,215251,4,3/2/2022,5/30/2023,903,238.3732004,transformers,token-classification,https://github.com/segment-any-text/wtpsplit,125,small,125,small,downstream,staggered pattern,staggered ,,,
benjamin,benjamin/wtp-canine-s-12l,benjamin_segment,45400,4,5/10/2023,12/2/2023,469,96.80170576,transformers,token-classification,https://github.com/segment-any-text/wtpsplit,125,small,125,small,downstream,staggered pattern,staggered ,,,
benjamin,benjamin/wtp-canine-s-1l,benjamin_segment,384252,5,3/2/2022,5/30/2023,903,425.5282392,transformers,token-classification,https://github.com/segment-any-text/wtpsplit,125,small,125,small,downstream,staggered pattern,staggered ,,,
cahya,cahya/bert-base-indonesian-522M,cahya_bert,23113,21,3/2/2022,5/20/2021,903,25.59579181,transformers,fill-mask,https://github.com/cahya-wirawan/indonesian-language-models,552,medium,552,medium,downstream,staggered pattern,staggered ,,,
cahya,cahya/bert-base-indonesian-NER,cahya_bert,12722,9,3/2/2022,2/8/2021,903,14.08859358,transformers,token-classification,https://github.com/cahya-wirawan/indonesian-language-models,552,medium,552,medium,downstream,staggered pattern,staggered ,,,
defog,defog/llama-3-sqlcoder-8b,defog_sql-eval,14199,100,8/11/2023,3/1/2024,376,37.76329787,transformers,text-generation,https://github.com/defog-ai/sql-eval,6738.546688,large,6738.546688,large,downstream,staggered pattern,staggered ,,,
DTAI-KULeuven,DTAI-KULeuven/robbert-2022-dutch-base,DTAI-KULeuven_robbert,10529,9,3/2/2022,11/29/2023,903,11.66002215,transformers,fill-mask,https://github.com/iPieter/RobBERT,118.937368,small,118.937368,small,downstream,staggered pattern,staggered ,,,
EmergentMethods,EmergentMethods/gliner_medium_news-v2.1,EmergentMethods_gliner,1886484,30,4/25/2024,6/18/2024,118,15987.15254,gliner,token-classification,https://github.com/emergentmethods/GLiNER,0,unknown,0,unknown,downstream,staggered pattern,staggered ,,,
HuggingFaceFW,HuggingFaceFW/fineweb-edu-classifier,HuggingFaceFW_fineweb,1374293,62,5/6/2024,6/5/2024,107,12843.85981,transformers,text-classification,https://github.com/huggingface/cosmopedia,109.483009,small,109.483009,small,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/unixcoder-base,microsoft_unixcoder,100892,34,3/2/2022,9/26/2022,903,111.7297896,transformers,feature-extraction,https://github.com/microsoft/CodeBERT,0,unknown,0,unknown,downstream,staggered pattern,staggered ,,,
mlabonne,mlabonne/NeuralDaredevil-7B,mlabonne_NeuralDaredevil,131003,30,8/6/2023,8/9/2023,381,343.839895,transformers,text-generation,https://github.com/mlabonne/llm-course,7241.732096,large,7241.732096,large,downstream,staggered pattern,staggered ,,,
mrm8488,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,mrm8488_distilroberta,4562131,269,3/2/2022,8/23/2021,903,5052.193798,transformers,text-classification,https://github.com/mrm8488/shared_colab_notebooks,82.121221,small,82.121221,small,downstream,staggered pattern,staggered ,,,
nomic-ai,nomic-ai/gpt4all-falcon,nomic-ai_gpt4all,75438,45,1/15/2024,8/2/2024,219,344.4657534,transformers,text-generation,https://github.com/nomic-ai/gpt4all,0,unknown,0,unknown,downstream,staggered pattern,staggered ,,,
whaleloops,whaleloops/phrase-bert,whaleloops_phrase-bert,22478,18,3/2/2022,11/3/2021,903,24.89258029,sentence-transformers,sentence-similarity,https://github.com/whaleloops/KEPT,0,unknown,0,unknown,downstream,staggered pattern,staggered ,,,
DeepPavlov,DeepPavlov/rubert-base-cased,DeepPavlov_rubert,196923,77,3/2/2022,11/15/2021,903,218.076412,transformers,feature-extraction,https://github.com/deeppavlov/dream,0,unknown,4015.130624,large,downstream,staggered pattern,staggered ,,,
CohereForAI,CohereForAI/aya-101,CohereForAI_aya,12614,568,4/3/2024,8/8/2024,140,90.1,transformers,text2text-generation,https://github.com/cohere-ai/cohere-toolkit,8028.033024,large,39935.14906,large,upstream,staggered pattern,staggered ,,,
CohereForAI,CohereForAI/aya-23-35B,CohereForAI_aya,102891,213,3/14/2024,4/4/2024,160,643.06875,transformers,text-generation,https://github.com/cohere-ai/cohere-toolkit,12921.05728,large,39935.14906,large,upstream,staggered pattern,staggered ,,,
CohereForAI,CohereForAI/aya-23-8B,CohereForAI_aya,29657,299,4/3/2024,7/17/2024,140,211.8357143,transformers,text-generation,https://github.com/cohere-ai/cohere-toolkit,34980.83123,large,39935.14906,large,upstream,staggered pattern,staggered ,,,
CohereForAI,CohereForAI/c4ai-command-r-plus,CohereForAI_aya,30852,1493,3/11/2024,8/8/2024,163,189.2760736,transformers,text-generation,https://github.com/cohere-ai/cohere-toolkit,103810.6747,large,39935.14906,large,upstream,staggered pattern,staggered ,,,
facebook,facebook/mbart-large-50,facebook_mbart,25884,122,5/11/2022,1/24/2023,833,31.07322929,transformers,text2text-generation,https://github.com/facebookresearch/fairseq2,50,small,848.603777,medium,upstream,staggered pattern,staggered ,,,
facebook,facebook/mbart-large-50-many-to-many-mmt,facebook_mbart,187141,238,2/16/2023,2/17/2023,552,339.0235507,transformers,translation,https://github.com/facebookresearch/fairseq2,50,small,848.603777,medium,upstream,staggered pattern,staggered ,,,
facebook,facebook/mbart-large-50-many-to-one-mmt,facebook_mbart,42870,56,6/8/2022,1/24/2023,805,53.25465839,transformers,text2text-generation,https://github.com/facebookresearch/fairseq2,580.49312,medium,848.603777,medium,upstream,staggered pattern,staggered ,,,
facebook,facebook/mbart-large-50-one-to-many-mmt,facebook_mbart,24631,32,5/11/2022,9/15/2023,833,29.56902761,transformers,text2text-generation,https://github.com/facebookresearch/fairseq2,611.129542,medium,848.603777,medium,upstream,staggered pattern,staggered ,,,
facebook,facebook/mbart-large-cc25,facebook_mbart,14554,60,5/11/2022,9/15/2023,833,17.47178872,transformers,translation,https://github.com/facebookresearch/fairseq2,2500,medium,848.603777,medium,upstream,staggered pattern,staggered ,,,
MBZUAI,MBZUAI/LaMini-Flan-T5-783M,MBZUAI_LaMini,10209,74,4/26/2024,4/27/2024,117,87.25641026,transformers,text2text-generation,https://github.com/mbzuai-nlp/lamini-lm,783,medium,783,medium,upstream,staggered pattern,staggered ,,,
mistralai,mistralai/Mistral-7B-v0.1,mistralai_finetune,513495,3256,5/22/2024,8/5/2024,91,5642.802198,transformers,text-generation,https://github.com/mistralai/mistral-finetune,140620.6341,large,73935.11526,large,upstream,staggered pattern,staggered ,,,
mistralai,mistralai/Mistral-7B-v0.3,mistralai_finetune,114786,256,4/16/2024,7/24/2024,127,903.8267717,transformers,text-generation,https://github.com/mistralai/mistral-finetune,7241.732096,large,73935.11526,large,upstream,staggered pattern,staggered ,,,
mistralai,mistralai/Mixtral-8x22B-v0.1,mistralai_finetune,13398,162,9/27/2023,8/5/2024,329,40.72340426,transformers,text-generation,https://github.com/mistralai/mistral-finetune,7248.023552,large,73935.11526,large,upstream,staggered pattern,staggered ,,,
mistralai,mistralai/Mixtral-8x7B-v0.1,mistralai_finetune,1126933,1574,5/22/2024,7/24/2024,91,12383.87912,transformers,text-generation,https://github.com/mistralai/mistral-finetune,140630.0713,large,73935.11526,large,upstream,staggered pattern,staggered ,,,
pszemraj,pszemraj/long-t5-tglobal-base-16384-book-summary,pszemraj_long-t5,19788,120,6/3/2023,6/3/2023,445,44.46741573,transformers,summarization,https://github.com/pszemraj/textsum,247.587456,medium,247.587456,medium,upstream,staggered pattern,staggered ,,,
medicalai,medicalai/ClinicalBERT,medicalai_ClinicalBERT,1091306,151,3/19/2023,9/15/2023,521,2094.637236,transformers,fill-mask,https://github.com/rlditr23/RL-DITR,0,unknown,0,unknown,none,staggered pattern,staggered ,,,
MilaNLProc,MilaNLProc/feel-it-italian-emotion,MilaNLProc_feel-it,108530,14,3/2/2022,8/15/2022,903,120.1882614,transformers,text-classification,https://github.com/MilaNLProc/feel-it,0,unknown,0,unknown,upstream,staggered pattern,staggered ,,,
MilaNLProc,MilaNLProc/feel-it-italian-sentiment,MilaNLProc_feel-it,23592,15,2/28/2023,8/11/2023,540,43.68888889,transformers,text-classification,https://github.com/MilaNLProc/feel-it,0,unknown,0,unknown,upstream,staggered pattern,staggered ,,,
MilaNLProc,MilaNLProc/xlm-emo-t,MilaNLProc_feel-it,26967,4,3/2/2022,8/15/2022,903,29.86378738,transformers,text-classification,https://github.com/MilaNLProc/feel-it,0,unknown,0,unknown,upstream,staggered pattern,staggered ,,,
DMetaSoul,DMetaSoul/Dmeta-embedding-zh,DMetaSoul_Dmeta,10201,61,1/25/2024,4/8/2024,209,48.80861244,sentence-transformers,feature-extraction,https://github.com/meta-soul/dmeta-embedding-examples,0,unknown,0,unknown,upstream,staggered pattern,staggered ,,,
AnnaWegmann,AnnaWegmann/Style-Embedding,AnnaWegmann_Style-Embedding,18721,7,5/11/2022,5/20/2022,833,22.47418968,sentence-transformers,sentence-similarity,https://github.com/nlpsoc/Style-Embeddings,110,small,110,small,downstream,staggered pattern,staggered ,,,
apple,apple/OpenELM-450M-Instruct,apple_OpenELM,36157,34,4/12/2024,7/18/2024,131,276.0076336,transformers,text-generation,https://github.com/apple/corenet,457.179136,medium,457.179136,medium,none,staggered pattern,staggered ,,,
bmd1905,bmd1905/vietnamese-correction,bmd1905_vietnamese-correction,11271,6,2/26/2023,4/17/2024,542,20.79520295,transformers,text2text-generation,https://github.com/bmd1905/vietnamese-correction,420.425217,medium,420.425217,medium,downstream,staggered pattern,staggered ,,,
cais,cais/HarmBench-Llama-2-13b-cls,cais_HarmBench,14104,6,3/17/2024,3/17/2024,157,89.8343949,transformers,text-generation,https://github.com/centerforaisafety/HarmBench,13015.86432,large,13015.86432,large,none,staggered pattern,staggered ,,,
facebook,facebook/dpr-question_encoder-multiset-base,facebook_dpr,109093,4,10/17/2022,12/2/2022,674,161.8590504,transformers,feature-extraction,https://github.com/facebookresearch/DPR,0,unknown,0,unknown,none,staggered pattern,staggered ,,,
facebook,facebook/dpr-question_encoder-single-nq-base,facebook_dpr,543071,24,9/21/2022,9/21/2022,700,775.8157143,transformers,feature-extraction,https://github.com/facebookresearch/DPR,0,unknown,0,unknown,none,staggered pattern,staggered ,,,
obi,obi/deid_roberta_i2b2,obi_deid_roberta,471362,24,3/2/2022,8/22/2022,903,521.9955703,transformers,token-classification,https://github.com/obi-ml-public/ehr_deidentification,0,unknown,0,unknown,none,staggered pattern,staggered ,,,
openbmb,openbmb/MiniCPM-2B-dpo-bf16-llama-format,openbmb_MiniCPM,32776,12,6/28/2023,8/12/2023,420,78.03809524,transformers,text-generation,https://github.com/OpenBMB/MiniCPM,2724.880896,medium,2724.880896,medium,none,staggered pattern,staggered ,,,
facebook,facebook/nllb-200-1.3B,facebook_nllb,149703,41,6/12/2023,9/6/2023,436,343.3555046,transformers,translation,https://github.com/facebookresearch/stopes,0,unknown,150.0076,small,none,staggered pattern,staggered ,,,
facebook,facebook/nllb-200-3.3B,facebook_nllb,27338,206,3/2/2022,11/5/2021,903,30.27464009,transformers,translation,https://github.com/facebookresearch/stopes,125.0304,small,150.0076,small,none,staggered pattern,staggered ,,,
facebook,facebook/nllb-200-distilled-1.3B,facebook_nllb,16826,81,5/11/2022,9/15/2023,833,20.19927971,transformers,translation,https://github.com/facebookresearch/stopes,125,small,150.0076,small,none,staggered pattern,staggered ,,,
facebook,facebook/nllb-200-distilled-600M,facebook_nllb,1133813,400,9/21/2022,9/22/2022,700,1619.732857,transformers,translation,https://github.com/facebookresearch/stopes,350,medium,150.0076,small,none,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-base,microsoft_deberta,4976439,62,5/17/2023,7/11/2023,462,10771.51299,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-large,microsoft_deberta,36141,13,3/2/2022,2/29/2024,903,40.02325581,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-large-mnli,microsoft_deberta,1254042,14,3/2/2022,5/23/2021,903,1388.750831,transformers,text-classification,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v2-xlarge,microsoft_deberta,149791,20,3/2/2022,9/26/2022,903,165.8815061,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v2-xlarge-mnli,microsoft_deberta,36529,7,3/2/2022,2/29/2024,903,40.45293466,transformers,text-classification,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v3-base,microsoft_deberta,2301175,191,3/2/2022,5/23/2021,903,2548.366556,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v3-large,microsoft_deberta,414317,152,6/3/2024,6/3/2024,79,5244.518987,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v3-small,microsoft_deberta,240444,42,3/2/2022,4/6/2023,903,266.2724252,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-v3-xsmall,microsoft_deberta,41735,35,3/2/2022,2/29/2024,903,46.21816168,transformers,fill-mask,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/deberta-xlarge-mnli,microsoft_deberta,192873,16,3/2/2022,9/26/2022,903,213.5913621,transformers,text-classification,https://github.com/microsoft/DeBERTa,0,unknown,252.6985309,medium,downstream,staggered pattern,staggered ,,,
microsoft,microsoft/mdeberta-v3-base,microsoft_deberta,646535,130,3/2/2022,5/23/2021,903,715.9856035,transformers,fill-mask,https://github.com/microsoft/DeBERTa,2779.68384,medium,252.6985309,medium,downstream,staggered pattern,staggered ,,,
taide,taide/Llama3-TAIDE-LX-8B-Chat-Alpha1,taide_TAIDE,10368,79,4/15/2024,5/21/2024,128,81,transformers,text-generation,https://github.com/taide-taiwan/taide-bench-eval,6935.547904,large,7482.904576,large,downstream,staggered pattern,staggered ,,,
taide,taide/TAIDE-LX-7B-Chat,taide_TAIDE,15558,115,4/15/2024,5/21/2024,128,121.546875,transformers,text-generation,https://github.com/taide-taiwan/taide-bench-eval,8030.261248,large,7482.904576,large,downstream,staggered pattern,staggered ,,,
togethercomputer,togethercomputer/evo-1-131k-base,togethercomputer_StripedHyena,18886,71,11/2/2023,1/9/2024,293,64.45733788,transformers,text-generation,https://github.com/togethercomputer/stripedhyena,7000,large,7000,large,downstream,staggered pattern,staggered ,,,
togethercomputer,togethercomputer/StripedHyena-Nous-7B,togethercomputer_StripedHyena,16644,135,11/4/2023,1/13/2024,291,57.19587629,transformers,text-generation,https://github.com/togethercomputer/stripedhyena,7000,large,7000,large,downstream,staggered pattern,staggered ,,,
EleutherAI,EleutherAI/gpt-j-6b,EleutherAI_gpt,385749,1385,10/16/2022,3/29/2023,675,571.48,transformers,text-generation,https://github.com/EleutherAI/lm-evaluation-harness,150.364416,small,150.364416,small,downstream,staggered pattern,staggered ,,,
Intel,Intel/distilbert-base-uncased-finetuned-sst-2-english-int8-static-inc,Intel_distilbert,10669,5,11/21/2023,2/22/2024,274,38.9379562,transformers,text-classification,https://github.com/intel/neural-compressor,0,unknown,3500,medium,downstream,staggered pattern,staggered ,,,
Intel,Intel/neural-chat-7b-v3-3,Intel_distilbert,12015,71,12/9/2023,3/4/2024,256,46.93359375,transformers,text-generation,https://github.com/intel/neural-compressor,7000,large,3500,medium,downstream,staggered pattern,staggered ,,,
aubmindlab,aubmindlab/bert-base-arabert,aubmindlab_bert,56259,24,3/2/2022,2/24/2024,903,62.30232558,transformers,fill-mask,https://github.com/aub-mind/arabert,135.85101,small,135.851266,small,none,staggered pattern,staggered ,,,
aubmindlab,aubmindlab/bert-base-arabertv02,aubmindlab_bert,14251,24,3/2/2022,5/29/2024,903,15.78183832,transformers,fill-mask,https://github.com/aub-mind/arabert,135.851522,small,135.851266,small,none,staggered pattern,staggered ,,,
google,google/canine-c,google_canine,3538894,18,2/27/2024,6/27/2024,176,20107.35227,transformers,feature-extraction,https://github.com/google-research/language,0,unknown,1253.086208,medium,downstream,staggered pattern,staggered ,,,
google,google/canine-s,google_canine,10765,20,3/2/2022,1/24/2023,903,11.9213732,transformers,feature-extraction,https://github.com/google-research/language,2506.172416,medium,1253.086208,medium,downstream,staggered pattern,staggered ,,,
m3rg-iitd,m3rg-iitd/matscibert,m3rg-iitd_matscibert,23800,12,3/2/2022,6/22/2024,903,26.35658915,transformers,fill-mask,https://github.com/m3rg-repo/MatSciBERT,109.951602,small,109.951602,small,downstream,staggered pattern,staggered ,,,
nlpaueb,nlpaueb/legal-bert-base-uncased,nlpaueb_legal-bert,853781,133,3/2/2022,4/28/2022,903,945.4939092,transformers,fill-mask,https://github.com/iliaschalkidis/lmtc-eurlex57k,0,unknown,0,unknown,downstream,staggered pattern,staggered ,,,
facebook,facebook/encodec_24khz,facebook_encodec,2187161,38,3/2/2022,12/21/2022,903,2422.105205,transformers,feature-extraction,https://github.com/facebookresearch/encodec,23.273218,small,41.13162,small,downstream,staggered pattern,staggered ,,,
facebook,facebook/encodec_32khz,facebook_encodec,280129,14,9/21/2022,9/21/2022,700,400.1842857,transformers,feature-extraction,https://github.com/facebookresearch/encodec,58.990022,small,41.13162,small,downstream,staggered pattern,staggered ,,,
ivanlau,ivanlau/language-detection-fine-tuned-on-xlm-roberta-base,ivanlau_language-detection,11965,16,3/2/2022,12/17/2021,903,13.25027685,transformers,text-classification,https://github.com/IvanLauLinTiong/language-detector,0,unknown,0,unknown,upstream,staggered pattern,staggered ,,,
bigcode,bigcode/gpt_bigcode-santacoder,bigcode_gpt,24658,24,6/12/2023,6/13/2023,436,56.55504587,transformers,text-generation,https://github.com/bigcode-project/Megatron-LM,1124.886528,medium,1124.886528,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-1.4b,EleutherAI_pythia,65331,21,10/16/2022,7/10/2023,675,96.78666667,transformers,text-generation,https://github.com/EleutherAI/pythia,39.23356,small,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-1.4b-deduped,EleutherAI_pythia,16635,19,3/10/2023,7/9/2023,530,31.38679245,transformers,text-generation,https://github.com/EleutherAI/pythia,55.660568,small,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-1.4b-deduped-v0,EleutherAI_pythia,15314,5,10/18/2022,7/10/2023,673,22.75482912,transformers,text-generation,https://github.com/EleutherAI/pythia,95.592496,small,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-14m,EleutherAI_pythia,165995,12,2/13/2023,7/9/2023,555,299.0900901,transformers,text-generation,https://github.com/EleutherAI/pythia,212.654688,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-160m,EleutherAI_pythia,100189,20,2/25/2023,6/8/2023,543,184.5101289,transformers,text-generation,https://github.com/EleutherAI/pythia,212.654688,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-160m-deduped,EleutherAI_pythia,28352,2,11/23/2022,7/10/2023,637,44.50863422,transformers,text-generation,https://github.com/EleutherAI/pythia,505.997504,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
